Name,Description,Price1,Price2,Image
Lechuga,Lechuga Bionda Hidropónica Unidad,$1.090,$ Precio x Un : $1.090,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/326320a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Pimiento,Pimiento Morron Unidad,$550,$ Precio x Un : $550,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/324140a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Pepino,Pepino Alaska Unidad,$950,$ Precio x Un : $950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328060a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lechuga,Lechuga Costina 2 Unidades,$1.790,$ Precio x Un : $895,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/610128a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lechuga,Lechuga Crespa Roja,$750,$ Precio x Un : $750,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/854537a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Zapallo,Zapallo Picado Bolsa,$2.090,$ Precio x Kg : $4.180,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/327046a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Toscana Bolsa,$1.490,$ Precio x Kg : $4.967,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329522a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Mix Tricolor,$3.490,$ Precio x Kg : $11.633,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949423a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Apio,Ensalada Apio Juliana,$2.190,$ Precio x Un : $2.190,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/325268a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Champiñones,Champiñones Portobello Bandeja,$1.390,$ Precio x Kg : $6.950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/545577a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Menta,Menta Bandeja,$790,$ Precio x Un : $790,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329572a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ajo,Ajo Malla,$2.090,$ Precio x Un : $348,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/331188a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Almendra Fileteada,$3.090,$ Precio x Kg : $22.071,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/901491a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Papas,Papa Baby Bolsa,$1.990,$ Precio x Un : $1.990,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/630639a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Zapallo,Zapallo Italiano Redondo Unidad,$550,$ Precio x Un : $550,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329888a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Ensalada Apio Media Luna,$1.890,$ Precio x Kg : $4.500,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957919a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Tomates,Tomate Triple Tasty Cocktail,$2.950,$ Precio x Un : $2.950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329956a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cebolla,Cebolla Tubular Trío Malla,$1.290,$ Precio x Un : $430,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/624976a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Napolitana Bolsa,$1.490,$ Precio x Kg : $4.967,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/326100a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Puerro,Puerro Granel,$650,$ Precio x Un : $650,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/326690a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Pasas Rubia,$2.690,$ Precio x Kg : $8.967,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/330456a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Albahaca,Albahaca Fresh Cut Caja,$2.590,$ Precio x Kg : $17.267,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/331872a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Zapallo,Zapallo Spaguetti,$1.590,$ Precio x Un : $1.590,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/723338a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Zanahoria,Zanahoria Para Jugo Bolsa,$790,$ Precio x Un : $790,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/7779a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Mix Tropical,$2.590,$ Precio x Kg : $8.633,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949399a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cochayuyo,Cochayuyo Bolsa,$1.990,$ Precio x Un : $1.990,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/325948a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Alto La Cruz,Castañas de Cajú Pote,$3.290,$ Precio x Kg : $27.417,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328494a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Rúcula,Rúcula Baby Pote,$2.090,$ Precio x Kg : $14.929,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/338990a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Salsa Verde Cebolla y Cilantro Pote,$1.090,$ Precio x Kg : $5.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957991a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Frambuesas,Frambuesas Pote 125 g,$1.990,$ Precio x Kg : $15.920,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/327832a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Apio Media Luna Bolsa,$2.190,$ Precio x Un : $2.190,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/7539a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Damasco Turco,$1.590,$ Precio x Kg : $11.357,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/330766a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Zanahoria,Zanahoria Rallada Bolsa,$1.490,$ Precio x Kg : $4.967,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328134a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Disney,Pack Colacion Frutos Secos Disney,$2.390,$ Precio x Kg : $9.560,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/861573a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Maní Tostado Pote,$1.290,$ Precio x Kg : $6.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/692774a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Tomates,Tomate Regy Cocktail,$1.490,$ Precio x Kg : $5.960,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/702977a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Semilla de Zapallo si Cáscara,$1.490,$ Precio x Kg : $10.643,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949417a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Ensalada Zanahoria Julia,$1.290,$ Precio x Kg : $4.300,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957931a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Pepino Dulce,Pepino Dulce Granel,$1.990,Precio x Kg:$1.990,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/327370a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Fresh Cut Baby Leaf Caja,$1.790,$ Precio x Kg : $11.933,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328038a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Peras ,Peras Forelle Granel,$1.490,Precio x Kg:$1.490,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/325620a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lechuga,Lechuga Marina,$790,$ Precio x Un : $790,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/323478a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Pasas Morenas,$1.650,$ Precio x Kg : $5.500,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/330354a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lechuga,Lechuga Lollo Rosa Hidropónica,$1.150,$ Precio x Un : $1.150,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/963774a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Repollo Morado Bolsa,$1.490,$ Precio x Kg : $4.967,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329946a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Endibia,Endibia Bandeja,$3.190,$ Precio x Kg : $6.380,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328426a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Ensalada Repollo Blanco,$1.290,$ Precio x Kg : $4.300,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957955a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Lechuga Escarola Unidad,$1.490,$ Precio x Kg : $4.967,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/3779a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Spring mix Caja,$2.390,$ Precio x Kg : $15.933,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/323572a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Banana Chips,$1.290,$ Precio x Kg : $9.214,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329970a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Toscana Bolsa,$2.290,$ Precio x Kg : $3.817,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329628a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Cranberries Deshidratados,$3.490,$ Precio x Kg : $11.633,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949411a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Rabanos,Rábano Blanco,$620,$ Precio x Un : $620,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329808a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Limones,Limón Gourmet Pote,$1.590,$ Precio x Kg : $3.180,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/882738a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Espinaca,Espinaca Baby Pote,$1.290,$ Precio x Kg : $21.500,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/476185a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Brócoli,Brócoli Florete,$990,$ Precio x Kg : $3.300,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/877016a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Romero,Romero Linea Gourmet Caja,$850,$ Precio x Un : $850,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/370150a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cebolla,Cebolla Blanca Malla,$1.190,$ Precio x Kg : $1.190,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/624974a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ajo,Ajo Desgranados Malla,$1.290,$ Precio x Kg : $8.600,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328984a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Chía Semillas,$1.290,$ Precio x Kg : $9.214,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949419a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Rabanitos,Rabanitos Pote,$1.190,$ Precio x Kg : $3.400,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/904095a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Frambuesas,Frambuesas Disney,$1.590,$ Precio x Kg : $22.714,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/861268a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Tomates,Tomate Berry Cocktail,$1.690,$ Precio x Kg : $6.760,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/325986a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Peras,Pera Abate Fetel Granel,$1.490,Precio x Kg:$1.490,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/667676a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Mix Ensalada Goji,$550,$ Precio x Kg : $13.750,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949425a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Physalis,Physalis Pote Caja,$2.590,$ Precio x Kg : $16.188,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/326584a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Sofruco,Ciruela Deshuesada snack,$1.690,$ Precio x Kg : $8.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/644250a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Ensalada Repollo Morado,$1.290,$ Precio x Kg : $4.300,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957949a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Disney,"Mix Mani, Cramberries, Semillas Calabaza",$1.890,$ Precio x Kg : $9.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/861569a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Ensalada Siciliana,$1.350,$ Precio x Kg : $4.500,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957961a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Espinaca,$1.790,$ Precio x Kg : $8.950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957943a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cochayuyo,Cochayuyo Bolsa,$2.690,$ Precio x Un : $2.690,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329376a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Alfalfa Brotes,Alfalfa Brotes Bandeja,$750,$ Precio x Kg : $5.000,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/330730a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Maní Salado Pote,$1.290,$ Precio x Kg : $6.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/692776a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Apio,Apio Mini Varitas Dole Bolsa,$2.890,$ Precio x Kg : $7.225,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/325594a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Zapallo,Zapallo Árabe,$1.790,$ Precio x Un : $1.790,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/323548a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Champiñones,Champiñon Shitake,$1.590,$ Precio x Kg : $15.900,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/326916a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Pack Colación X5,$2.250,$ Precio x Kg : $15.000,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/945409a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Laurel,Laurel Bandeja,$850,$ Precio x Kg : $28.333,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/15143a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Hierbas,Hierbas Buena Pote Bandeja,$850,$ Precio x Un : $850,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/383884a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Ensalada Toscana,$1.350,$ Precio x Kg : $4.500,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957925a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Repollo Zanahoria,$2.290,$ Precio x Kg : $3.817,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329446a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Summer mix Caja,$2.390,$ Precio x Kg : $15.933,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/323540a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Arvejas Brotes,Arvejas Brotes Bandeja,$850,$ Precio x Kg : $5.667,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328620a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cilantro,Cilantro Baby Bandeja,$1.250,$ Precio x Kg : $20.833,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/476187a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Repollo,$2.190,$ Precio x Kg : $3.650,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/326338a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Tomates,Fresh Cut Tomate Cocktail Caja,$2.190,$ Precio x Kg : $4.380,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/546875a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Mix Ensalada Maravilla,$550,$ Precio x Kg : $13.750,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949427a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Chapsui,Base Wok,$1.690,$ Precio x Un : $1.690,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/331392a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Mango Deshidratados,$1.990,$ Precio x Kg : $14.214,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949413a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Chapsui,Chap sui,$1.990,$ Precio x Un : $1.990,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/331400a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Disney,Maní y Pasas,$990,$ Precio x Kg : $4.950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/861567a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Ensalada Napolitana,$1.350,$ Precio x Kg : $4.500,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957937a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Almendras Confitadas,$4.990,$ Precio x Kg : $16.633,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/901499a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensalada,Ensalada Lechuga,$2.190,$ Precio x Kg : $3.650,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329716a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Tomillo,Tomillo Bandeja,$850,$ Precio x Un : $850,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329530a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Chalotas,Chalotas Malla,$1.690,$ Precio x Kg : $6.760,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/323492a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Alto la Cruz,Semilla Amapola Pote,$2.150,$ Precio x Kg : $15.357,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329172a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Coco Slice,$1.690,$ Precio x Kg : $13.000,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/945407a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Maíz Curagua,$590,$ Precio x Kg : $4.214,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/945415a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Papas,Papas Sazonadas,$1.590,$ Precio x Kg : $2.446,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1000349a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Dole,Chips de Manzana,$2.590,$ Precio x Kg : $25.900,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/644712a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ají,Ají Surtido Bandeja,$1.450,$ Precio x Un : $1.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/383908a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Maní Confitado Pote,$1.290,$ Precio x Kg : $6.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/693323a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Rucula (Zonal),$1.390,$ Precio x Kg : $6.950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/327644a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Alto La Cruz,Tomate Deshidratado Bandeja,$2.190,$ Precio x Un : $2.190,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/326482a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Chapsui,Chapsui Especial,$1.990,$ Precio x Un : $1.990,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/328208a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Cubos de Cebolla Pote,$1.290,$ Precio x Kg : $6.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/957967a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Disney,"Mix Nuez, Pasas, Semillas Calabaza",$1.890,$ Precio x Kg : $9.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/861571a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Matico,Matico Envasado,$850,$ Precio x Un : $850,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/329036a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Papa Corte Noodle,$1.290,$ Precio x Kg : $5.160,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1052767a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
