Name,Description,Price1,Price2,Image
Colgate,Pack Cepillo Dental para Adultos 360° Display,$4.250,$ Precio x Un : $4.250,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/351459a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Head & Shoulders,Shampoo Con Old Spice,$7.490,$ Precio x L : $7.490,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/694434a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Mostaza Display,$890,$ Precio x L : $1.780,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/321271a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Maggi,Caldo Sabor Verduras Vive Bien (8 Un),$780,$ Precio x Kg : $9.750,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/825685a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Nivea,Gel de Ducha Hombre Vitality Fresh Botella,$1.590,$ Precio x L : $6.360,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/562245a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Hamburguesa Tradicional,$510,$ Precio x Kg : $5.100,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/845754a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Viña Mar,Vino Espumante Extra Brut,$7.090,$ Precio x L : $9.453,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/533625a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Loncoleche,Break Cappuccino,$630,$ Precio x L : $1.909,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/917506a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Beefeater,Gin Botella,$10.890,$ Precio x L : $14.520,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1359a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Crema de Avellana con Cacao Frasco,$2.860,$ Precio x Kg : $8.171,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/12141a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Jalea Pote Limón,$170,$ Precio x Kg : $1.700,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/939861a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Buka,Skin Chips Papas Artesanales Sabor Cebolla Caramelizada,$1.750,$ Precio x Kg : $9.459,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/736971a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lobos,Sal Fina Bolsa,$491,$ Precio x Kg : $491,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/298543a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensure,Nutrición Completa Advance Sabor Chocolate,$18.490,$ Precio x Kg : $21.753,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/956606a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Bio,Antitranspirante Mujer Spray Extra Care,$2.480,$ Precio x L : $16.533,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/962211a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Santiago,Galleta Sabor Coco Bolsa,$2.150,$ Precio x Kg : $2.688,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/266952a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Tika,Granola Avena - Cacao y Vainilla,$3.090,$ Precio x Kg : $15.450,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/936687a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Champiñones,Champiñones Portobello Bandeja,$1.390,$ Precio x Kg : $6.950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/545577a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Clorinda,Escobillón Mediano Bicolor,$1.950,$ Precio x Un : $1.950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/294517a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Nestlé,Chocolate Kit Kat White,$820,$ Precio x Kg : $20.000,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/960642a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Bio,Desodorante Barra Mujer Bi-O Clarify,$2.390,$ Precio x Kg : $53.111,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/825697a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
En Línea,Cereal Inflado de Trigo,$2.090,$ Precio x Kg : $6.967,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/887454a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Equate,Varitas de Algodón Caja,$1.110,$ Precio x Un : $4,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/670254a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
L'Oréal,Gel Ultra Fijador Studio Invisi'FX Pote,$3.280,$ Precio x Kg : $8.865,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/442258a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Guayacán,"Cerveza India Pale Ale 6,5º",$1.550,$ Precio x L : $4.697,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/946481a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ambrosoli,Flan de Chocolate,$710,$ Precio x Kg : $7.100,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/972621a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Olmeca,Tequila Blanco Botella,$11.590,$ Precio x L : $15.453,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/332798a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Reach,Hilo Dental Expansión Plus Sabor Menta Caja,$2.690,$ Precio x Kg : $53.800,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/9649a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Caricia,Flan de Vainilla con Caramelo,$590,$ Precio x Kg : $5.364,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/927631a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Watt's,Néctar de Mango-Maracuyá,$1.750,$ Precio x L : $1.750,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/303055a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Milka,Chocolate con Leche Barra,$1.290,$ Precio x Kg : $12.900,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/437401a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Glassex,Antigrasa Naranja Doypack,$1.010,$ Precio x L : $2.405,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/877212a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Quillayes,Mantequilla de Campo con Sal Pan,$1.050,$ Precio x Kg : $8.400,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/290733a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lucchetti,Fideos Rigati Tres Vegetales Bolsa,$650,$ Precio x Kg : $1.625,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/11495a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Don Juan,Pickles Bolsa,$960,$ Precio x Kg : $4.800,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/298919a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Red Bull,Red Bull Energy Drink Lata,$1.290,$ Precio x L : $5.160,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/4247a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
De Gustar,Tapas para Empanadas para Horno Bolsa,$1.590,$ Precio x Un : $133,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/769091a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Hellmann's,Ketchup Light,$1.550,$ Precio x Kg : $3.100,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/985183a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Glade,Desodorante Ambiental Paraiso Azul Lata,$1.450,$ Precio x L : $4.028,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/802282a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Watt's,Néctar Selección Mango Maracuya Botella 1 L,$1.750,$ Precio x L : $1.750,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/744121a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Jalea Pote Naranja,$170,$ Precio x Kg : $1.700,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/939857a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Colgate,Gel Dental Natural Extracts Reinforced Defense,$2.610,$ Precio x Un : $2.610,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/958621a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Buka,Papas fritas artesanales - Sal de Mar,$1.750,$ Precio x Kg : $9.459,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/983282a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Campanario,Pisco Sour Botella,$2.990,$ Precio x L : $4.271,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1343a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Gullón,Galleta Barquillos de Chocolate 70 g,$690,$ Precio x Kg : $9.857,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/568822a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Daily,Agua con Jugo de Fruta Natural Sabor Pera,$290,$ Precio x L : $1.526,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/811636a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
McKay,Galletas Kuky Chocolate Bolsa,$610,$ Precio x Kg : $5.083,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/2949a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Johnson's Baby,Shampoo Manzanilla,$3.890,$ Precio x L : $5.187,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/674444a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Haus,Caja Organizadora con Ruedas 32 Litros Colores Surtidos,$3.990,$ Precio x Un : $3.990,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/525218a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Vileda,Paño Multiuso Rollo,$4.520,$ Precio x Un : $4.520,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/268738a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Costa,Galleta Sabor Chocolate,$500,$ Precio x Kg : $3.571,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/295427a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Bornier,Mostaza a la Antigua,$2.950,$ Precio x Kg : $14.048,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/848904a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Toalla de Papel Clásica Megarollo,$1.970,$ Precio x Un : $985,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/935242a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
La Vaquita,Queso Fresco Sin Lactosa,$2.190,$ Precio x Kg : $5.475,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/972924a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kem,Bebida Sabor Piña Botella,$1.390,$ Precio x L : $927,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/8065a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Dove,Antitranspirante Invisible Dry Barra,$2.850,$ Precio x Kg : $57.000,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/503710a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Fructis,Shampoo Aloe Hidra Bomb,$2.440,$ Precio x L : $6.971,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/972084a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Shen,Arrollado Primavera Congelado Bolsa,$3.290,$ Precio x Un : $329,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/290643a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Puro Andes,Vino Gran Reserva Carmenere Botella,$5.990,$ Precio x L : $7.987,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/624263a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Heinz,Mostaza Botella,$2.090,$ Precio x Kg : $9.248,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/849118a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Ketchup Botella,$1.790,$ Precio x Kg : $1.790,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/310375a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cruzeiro,Café Grano Molido Intenso,$3.290,$ Precio x Kg : $13.160,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/964896a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Nestlé,Yogurt Batido Chamyto Sabor Manzana,$235,$ Precio x Kg : $2.043,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/996433a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
PF,Paté Ternera Embutido,$500,$ Precio x Kg : $4.000,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/5565a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Sprite ,Bebida,$1.940,$ Precio x L : $776,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/701995a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Purina One,Alimento Seco Gato Metabolismo Saludable Sabor Pavo,$9.390,$ Precio x Kg : $5.869,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/860516a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Limpiador Crema Limón Botella,$1.390,$ Precio x Kg : $1.853,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/300835a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Nestlé,Batido Sabor Plátano,$195,$ Precio x Kg : $1.696,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/917228a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Selecta,Harina Especial Bake Bolsa,$990,$ Precio x Kg : $1.523,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/295957a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Volcanes del Sur,Cerveza Chocolate Naranja Botella,$1.490,$ Precio x L : $4.257,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/771572a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Valdivieso,Valdivieso Chardonnay Botella,$2.890,$ Precio x L : $3.853,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/293155a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Amane,Bebida de Té Negro Sabor Frambuesa,$1.000,$ Precio x L : $667,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/823020a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Ensure,Pack 12 Ensure Advance Chocolate 237 ml,$25.390,$ Precio x Un : $2.116,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/981689a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
BRITA,Jarra Filtro De Agua,$14.990,$ Precio x Un : $4.997,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/305725a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Colun,Yogurt Batido sin Lactosa Damasco Pote,$225,$ Precio x Kg : $1.800,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/551628a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Marco Polo,Pasas Rubias Bolsa,$850,$ Precio x Kg : $8.500,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/298987a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Neutrogena,Exfoliante Facial Oil - Free Pomo,$5.270,$ Precio x L : $42.500,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/531779a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Banquete,Arvejas Verdes Partidas Banquete Bolsa,$1.550,$ Precio x Kg : $1.550,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/314323a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Deyco,Choclitos Cóctel en Trozos Lata,$960,$ Precio x Kg : $2.259,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/271040a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Cereal Chocolatados Caja,$1.350,$ Precio x Kg : $3.375,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/743410a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cinta Azul,Huevo Super Extra Grande Blanco Bandeja,$2.590,$ Precio x Un : $216,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/507571a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Equate,Pétalos Desmaquillantes Paquete,$790,$ Precio x Un : $10,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/5505a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Tia Lia,Mermelada de Damasco Bolsa,$520,$ Precio x Kg : $2.080,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/299631a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Air Wick,Repuesto Aromatizador Automático Cítrico,$3.950,$ Precio x L : $15.800,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/289663a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Oreo,Galleta de Cookies and Cream,$590,$ Precio x Kg : $4.683,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/485198a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Tresemmé,"Tresemmé Acondicionador Liso Keratina, Con Keratina Y Perla 400ml",$4.090,$ Precio x L : $5.453,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/591348a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Not Mayo,Mayonesa Not Mayo Oliva,$2.190,$ Precio x Kg : $6.257,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/998796a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Nivea,Jabón Líquido Creme Soft,$2.090,$ Precio x L : $2.787,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/917060a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Yogurt Batido Mora,$140,$ Precio x Kg : $1.167,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/916384a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Dove,Antitranspirante Barra Stick Clean Comfort Powerful Protection Botella,$2.850,$ Precio x Kg : $57.000,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/282653a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Palmolive,Jabón en Barra Granada Bolsa,$1.990,$ Precio x Kg : $5.307,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/563566a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cruzeiro,Café Instantáneo Clásico Tarro,$3.650,$ Precio x Kg : $18.250,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/674512a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mitjans,Licor de Menta Botella,$4.650,$ Precio x L : $6.200,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/300259a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lider,Sucralosa Liquida,$2.710,$ Precio x L : $6.775,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/379425a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Loreal Dermo Expertise,Crema de Noche Ácido Hialurónico,$9.990,$ Precio x L : $199.800,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/996105a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Pantene,Acondicionador Pro-V Liso Extremo,$3.350,$ Precio x L : $8.375,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/9930a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Lays,Papas Fritas Lay's Corte Liso 230g,$1.450,$ Precio x Kg : $6.042,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/734732a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Garnier Skin Active,Toallitas Micelares Todo en 1,$1.950,$ Precio x Un : $1.950,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/881816a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Danone,Leche Caramel Café Moments Caja,$410,$ Precio x Kg : $2.050,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/744195a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
La Italiana,Tapas de Empanadas para Freír 12 Un Bolsa,$1.590,$ Precio x Un : $133,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/769099a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Natur,Cereal Arroz Natur Bolsa,$990,$ Precio x Kg : $9.900,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/2739a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Haiti,Café Molido Mezcla Bolsa,$2.890,$ Precio x Kg : $11.560,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/282217a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Fibro,Trapero Doble con Ojal,$2.200,$ Precio x Un : $2.200,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/295697a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Colun,Postre Tentaciones Cheesecake Frambuesa Pote,$390,$ Precio x Kg : $3.900,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/825030a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
PF,Choricillo Cocktail Display,$1.450,$ Precio x Kg : $8.056,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/280899a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Excell,Abrillantador de Pisos Flotantes Botella,$7.350,$ Precio x L : $4.083,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/672692a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
San Francisco,Postre Helado Frambuesas a la Crema Caja,$4.490,$ Precio x L : $4.490,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/293069a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Gatorade,Bebida Isotónica Sabor Lima Limón Botella,$1.090,$ Precio x L : $1.090,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/588595a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
